timestamp,start_id,end_id,rows_written,source
2025-09-30T22:19:31,3,7,0,net
2025-09-30T23:56:01,3,7,0,skip-recent
2025-09-30T23:56:34,3,16,0,net
2025-09-30T23:56:49,3,41,0,net
2025-09-30T23:57:09,3,423,2,net
2025-09-30T23:57:25,3,341,0,net
2025-09-30T23:58:12,3,73,2,net
2025-09-30T23:59:16,3,89,0,net
2025-09-30T23:59:57,3,102,0,net
2025-10-01T00:00:15,3,147,0,net
2025-10-01T00:00:33,3,42,0,net
2025-10-01T00:01:00,3,126,0,net
2025-10-01T00:02:36,3,408,0,net
2025-10-01T00:04:23,3,190,0,net
2025-10-01T00:04:43,3,466,0,net
2025-10-01T00:05:06,3,443,0,net
2025-10-01T00:05:39,3,192,0,net
2025-10-01T00:06:13,3,396,2,net
2025-10-01T00:06:49,3,212,0,net
2025-10-01T00:06:59,3,220,0,net
2025-10-01T00:07:21,3,241,0,net
2025-10-01T00:07:29,3,258,0,net
2025-10-01T00:07:57,3,263,4,net
2025-10-01T00:08:04,3,281,0,net
2025-10-01T00:08:17,3,299,0,net
2025-10-01T00:08:28,3,411,0,net
2025-10-01T00:08:52,410,7,0,net
2025-10-01T00:08:59,410,16,0,net
2025-10-01T00:09:17,410,41,0,net
2025-10-01T00:09:29,410,423,0,net
2025-10-01T00:09:51,410,341,0,net
2025-10-01T00:12:09,410,73,4,net
2025-10-01T00:12:41,410,89,0,net
2025-10-01T00:12:57,410,102,0,net
2025-10-01T00:13:33,410,147,0,error
2025-10-01T00:13:42,410,42,0,net
2025-10-01T00:13:56,410,126,0,net
2025-10-01T00:14:16,410,408,4,net
2025-10-01T00:14:26,410,190,0,net
2025-10-01T00:14:37,410,466,0,net
2025-10-01T00:14:49,410,443,0,net
2025-10-01T00:15:11,410,192,0,net
2025-10-01T00:15:31,410,396,0,net
2025-10-01T00:16:09,410,212,0,net
2025-10-01T00:17:01,410,220,0,net
2025-10-01T00:18:31,410,241,0,net
